Game_ID,Event_Number,Frame_Number,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,Screen
extract/0021500403.json,2,46,23.0,-0.7352478860402499,21.329077621729997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-0.7352478860402499,21.32907762173,0.0,0.0,23.0,-1.1340417686076998,33.47768443243844,0.0,0.0,23.0,-0.43314205319407606,12.947826367768167,0.0,0.0,23.0,-0.43314205319407606,12.947826367768167,0.0,0.0,0.0
extract/0021500403.json,2,59,23.0,-0.9601774942048497,26.69366109440048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-0.9601774942048501,26.69366109440048,0.0,0.0,23.0,-1.510491901703017,42.05409476066111,0.0,0.0,23.0,-0.5861989185208778,17.23656548195136,0.0,0.0,23.0,-0.5861989185208778,17.23656548195136,0.0,0.0,0.0
extract/0021500403.json,2,72,23.0,-1.2046954209699852,31.334278997982764,0.0,0.0,0.0,0.0,5.863909358037431e-08,0.0,0.0,23.0,-1.2046954209699852,31.334278997982757,0.0,0.0,23.0,-1.9480117449287462,41.616081903031215,0.0,0.0,23.0,-0.7696792033806265,22.665038563628656,0.0,0.0,23.0,-0.7696792033806265,22.665038563628656,0.0,0.0,0.0
extract/0021500403.json,2,85,23.0,-1.3947443529982175,34.25983047198756,0.0,0.0,0.0,0.0,1.1727818716074862e-07,0.0,0.0,23.0,-1.3947443529982173,34.25983047198756,0.0,0.0,23.0,-1.7666422900816436,33.47411318013344,0.0,0.0,23.0,-1.026399434670935,28.7339514416938,0.0,0.0,23.0,-1.026399434670935,28.7339514416938,0.0,0.0,0.0
extract/0021500403.json,2,98,23.0,-0.04458495876775105,37.44373700783497,-1.715464834474027,14.958188401111382,0.0,2.45066404924861,2.4506641455842635,-1.715464834474027,14.958188401111382,14.0,-2.495249008016361,34.99307295858636,0.0,0.0,23.0,-0.47429068438800315,30.42675729356868,-1.2666595562379812,10.879081899292661,23.0,-0.3065944666897479,34.608797707464134,-1.2666595562379812,10.879081899292661,23.0,0.4905256869407282,35.40591786109461,-1.8246436637793146,17.347695711638487,0.0
extract/0021500403.json,4,216,23.0,-1.1398512132518857,24.316632479061838,0.0,0.0,0.0,0.0,5.863909358037431e-08,0.0,0.0,23.0,-1.1398512132518857,24.316632479061838,0.0,0.0,23.0,-1.4959062124650373,30.006066898209127,0.0,0.0,23.0,-0.5993427188738574,10.761538434889745,0.0,0.0,23.0,-0.5993427188738574,10.761538434889745,0.0,0.0,1.0
extract/0021500403.json,4,431,23.0,-1.1166169167086633,25.287613779295874,0.0,0.0,23.0,-1.2619014486851825,26.956272865771275,0.0,0.0,23.0,-0.1659873770373157,5.219748708638795,0.0,0.0,23.0,-0.9274991044642801,25.292568667353798,0.0,0.0,23.0,-0.801124276067885,24.139572134486897,0.0,0.0,23.0,-2.0412929539666274,43.81148976171816,0.0,0.0,0.0
extract/0021500403.json,4,444,23.0,-1.0967670036584751,24.561865002086087,0.0,0.0,23.0,-1.1553204075614603,23.890773058453533,0.0,0.0,23.0,-0.23228658009910919,7.335125027172902,0.0,0.0,23.0,-1.1284155269010692,30.464203829161633,0.0,0.0,23.0,-1.0950001354381838,31.54499239549231,0.0,0.0,23.0,-1.8783122956121112,39.90028791348927,0.0,0.0,0.0
extract/0021500403.json,4,457,23.0,-1.0673334662287817,22.28678353636877,0.0,0.0,23.0,-1.0037908164328906,20.739038617341574,0.0,0.0,23.0,-0.33727595795429693,9.303258546789479,0.0,0.0,23.0,-1.359396384095065,36.01919675274385,0.0,0.0,23.0,-1.4215120532102177,39.32476671780318,0.0,0.0,23.0,-1.71895291133755,36.19404754486391,0.0,0.0,0.0
extract/0021500403.json,4,470,23.0,-0.9524005178060339,18.389384259254438,0.0,0.0,23.0,-0.901071599425647,16.106140043552365,0.0,0.0,23.0,-0.4192268303857844,10.97351894834251,0.0,0.0,23.0,-1.603015497858719,41.50059217998638,0.0,0.0,23.0,-1.7626354398692279,44.2806272900902,0.0,0.0,23.0,-1.5332614957929054,34.17698219644025,0.0,0.0,0.0
